last_name,first_name,phone,email,address,postalZip,region,languages,GPA,major,university
Phelps,Xena,1-256-436-6404,xenaphelps554@icloud.edu,Ap #279-6525 Et St.,00216,Sutherland,Javascript,2.139303244368807,CIS,Moore College of Art and Design
Strong,Medge,1-785-658-2471,medgestrong4620@hotmail.org,Ap #892-3999 Eros. Road,48565,Northwest Territories,R,2.2572902025474,CS,Westfield State College
Payne,Grady,1-484-467-1351,gradypayne1579@hotmail.com,"P.O. Box 801, 9440 Purus, Avenue",96580-90567,Dumfriesshire,C++ Java R Python,3.3891583570155266,CS,Philander Smith College
Frazier,Tanisha,1-440-513-8264,tanishafrazier3794@icloud.couk,"Ap #857-5185 Rutrum, Avenue",75731,Oregon,C# Go Swift PHP,2.386723591862944,IST,"City University of New York, Lehman College"
Harrison,Kelly,(384) 388-1573,kellyharrison5378@hotmail.org,636-4432 Turpis. Ave,20212,Nova Scotia,C# Go Swift PHP,3.818116278891222,IST,University of North Dakota
Chambers,Dexter,1-537-639-1342,dexterchambers4766@yahoo.couk,613-7750 Cum St.,5746,Nova Scotia,Javascript C#,3.5597899269227504,MIS,Philander Smith College
Talley,Alan,(764) 854-1284,alantalley1844@aol.com,Ap #950-1695 Pede. St.,370186,Kincardineshire,Java,3.7912941722173206,CIS,Kentucky State University
Foster,Martha,(925) 734-7448,marthafoster@hotmail.com,"Ap #225-3150 Lorem, St.",4631,Prince Edward Island,C# Go Swift PHP,3.985032391167793,IST,ITT Technical Institute West Covina
Jones,Keith,1-625-241-6257,keithjones2541@yahoo.com,"P.O. Box 665, 2863 Orci, Av.",2586,Northwest Territories,Java R Python SQL,2.339804549140409,CIS,Quincy University
Calderon,Hyatt,(628) 873-1897,hyattcalderon@google.ca,557-7151 Velit St.,2299,Ohio,Swift PHP Ruby Rust,3.699759244559628,CIS,West Suburban College of Nursing
Carter,Lars,(315) 139-8454,larscarter8485@google.com,"Ap #805-1911 In, Street",245239,Sutherland,Python SQL Javascript C# Go,3.619716135792763,IST,Agnes Scott College
Robles,James,(293) 833-0260,jamesrobles@google.couk,967-1316 Semper Rd.,283313,Manitoba,Java R,2.8382562317916666,CIS,Messiah College
Cortez,Calista,1-391-533-6253,calistacortez@aol.org,"664-7228 Non, Avenue",5881,Quebec,Javascript C# Go Swift,2.151084775698444,DS,"City University of New York, York College"
Gallegos,Hashim,(238) 243-4486,hashimgallegos@aol.couk,6195 Rutrum St.,245452,Devon,Java R Python SQL,3.7066535303609434,CS,Ambassador University
Kelley,Herman,(371) 256-1873,hermankelley4459@yahoo.org,8216 Ultricies Rd.,525442,Missouri,Java R,3.6243719798853586,CS,Free University (Virginia Theological University)
Walton,Inga,1-467-765-7733,ingawalton@hotmail.org,879-3311 Vestibulum Av.,232477,Northwest Territories,Java R,2.1875788200012654,MIS,Texas A&M University - Commerce
Kline,Britanney,1-256-397-5689,britanneykline4933@outlook.edu,2845 Dictum St.,3695,Missouri,SQL Javascript,3.55369120291561,DS,University of Tennessee - Martin
Dillard,Ulla,(247) 340-3432,ulladillard2006@icloud.couk,Ap #485-5170 Mi Road,15151,Ayrshire,C# Go Swift,3.1346491182867813,DS,Carlow College
Solis,Lawrence,1-681-578-3138,lawrencesolis@hotmail.net,"P.O. Box 270, 1350 Mauris St.",4808,Kirkcudbrightshire,Ruby,2.3014351917588245,MIS,University of Mobile
Glenn,Joseph,(301) 391-9710,josephglenn2129@protonmail.net,"Ap #973-8111 Ac, Rd.",5731-5074,Vermont,Swift PHP Ruby,2.5221694649789614,CIS,Air Force Institute of Technology
Bray,Jada,(477) 659-5233,jadabray9906@aol.couk,Ap #302-8318 Luctus Ave,915418,Washington,C++ Java R,2.3822514588536734,CIS,Claremont Lincoln University
Strickland,Peter,(582) 695-3413,peterstrickland@yahoo.ca,Ap #771-9135 Phasellus Ave,8463,Worcestershire,Javascript C# Go Swift PHP,3.5375662991793035,IT,Newman University
Allen,Gil,1-666-630-9661,gilallen4679@aol.couk,958-810 Quis Av.,8715,Yukon,Javascript C# Go Swift PHP,2.981444693189503,IST,Barton College
Leblanc,Akeem,1-755-507-4259,akeemleblanc4676@outlook.couk,727-9404 Bibendum Road,2864,Prince Edward Island,Javascript C# Go,2.4574859417719352,CS,Newman University
Golden,Malachi,1-211-670-7453,malachigolden4669@protonmail.ca,"P.O. Box 348, 4909 Aliquam St.",2249,Pennsylvania,SQL Javascript C#,2.813245679986398,MIS,Bethany College Kansas
Norton,Jamalia,1-754-529-1257,jamalianorton8843@yahoo.net,"P.O. Box 397, 1096 Nulla Av.",20115,Perthshire,C#,3.225830276541588,CS,University of Central Missouri
Drake,Cyrus,1-663-883-7377,cyrusdrake@icloud.org,"P.O. Box 404, 4538 Vel, Street",19-82,Newfoundland and Labrador,Python,2.5616063924313255,CS,Valparaiso University
Bauer,Edan,1-745-853-8697,edanbauer@hotmail.edu,Ap #924-7784 Lobortis Rd.,3851,Manitoba,Javascript C# Go,3.6250511116267328,CS,"DeVry Institute of Technology, DuPage"
Bowman,Carl,1-374-576-2393,carlbowman4205@yahoo.couk,438-7134 Aliquet St.,67148-731,Nunavut,C# Go Swift PHP,3.2310373297176778,CIS,California Baptist College
Morgan,Justin,(880) 272-1351,justinmorgan3795@yahoo.edu,750-7503 In Rd.,HE11 3II,Missouri,Go Swift PHP,2.014303223711737,DS,Holy Family College
Schwartz,Debra,(753) 266-8031,debraschwartz3223@icloud.couk,979-6171 Magna Rd.,14056,Northwest Territories,C# Go Swift PHP,3.018284318027244,CS,Bluefield State College
Monroe,Uriel,1-572-855-2413,urielmonroe555@hotmail.couk,Ap #253-5413 Elit Rd.,6934,Inverness-shire,Go Swift PHP Ruby,3.479652980263686,CS,High Point University
Mccullough,David,1-637-856-6364,davidmccullough2058@aol.net,9524 Tellus Avenue,21118,Cambridgeshire,Python SQL Javascript,3.4090824956851,CE,Notre Dame de Namur University
Brock,Mason,1-624-642-5967,masonbrock363@yahoo.couk,118-9847 Tristique Rd.,5086,Kinross-shire,C# Go,2.465587100463913,CS,University of South Carolina - Lancaster
Clay,Kessie,1-395-981-1415,kessieclay@hotmail.ca,Ap #166-3431 Luctus St.,62342-257,Manitoba,Java R Python,2.176324014010075,CS,Western Baptist College
Jones,Zeph,(674) 628-0686,zephjones4931@outlook.couk,Ap #293-1815 Nec Street,223767,Northwest Territories,C C++ Java,3.827854732637049,CS,Bank Street College of Education
Jenkins,Bert,1-207-778-4891,bertjenkins2504@aol.com,220-9482 Sed Ave,390429,Clackmannanshire,Java R Python SQL,2.544426315923861,CIS,Ringling College of Art and Design
Maddox,Echo,1-681-898-3236,echomaddox@hotmail.ca,221-442 Donec Rd.,63764,California,Java R Python,3.903360528464116,CE,"University of Maine, Augusta"
Hahn,Isaac,1-899-934-5874,isaachahn4154@google.couk,"P.O. Box 227, 831 Sed Ave",LM8J 8QG,Kincardineshire,C# Go Swift PHP Ruby,2.843778985311763,CIS,Northwestern College St. Paul
George,Rae,1-815-686-5423,raegeorge@protonmail.couk,183-3932 Aliquam St.,48036,Nebraska,Swift PHP,3.955417668738793,IST,St. Augustine's College North Carolina
Griffith,Cody,1-588-250-6634,codygriffith2867@outlook.com,3828 A Avenue,338172,Virginia,R Python SQL,2.6540033603291793,CIS,Colorado College
Rojas,Keane,1-300-385-7842,keanerojas@hotmail.ca,229-3725 Libero Rd.,21817,Morayshire,C# Go Swift PHP Ruby,3.572407590262257,CS,Southwestern College Santa Fe
Jensen,Yael,1-662-424-6822,yaeljensen@outlook.edu,986-8268 Fermentum Av.,33389,Minnesota,C# Go,3.5339348511332473,MIS,Conway School of Landscape Design
Bird,Griffith,(358) 875-7834,griffithbird@yahoo.ca,Ap #368-5874 Rhoncus St.,1984,Quebec,Go Swift PHP,3.696482794545804,MIS,Polytechnic University
Merritt,Clio,1-866-676-0035,cliomerritt8166@outlook.org,"P.O. Box 913, 5458 Vivamus Avenue",722469,Tennessee,R Python SQL Javascript C#,3.2294291877300423,IT,Metropolitan State College of Denver
Wilkins,Len,1-776-557-4794,lenwilkins5008@protonmail.edu,8328 Eget Avenue,3741,Delaware,Python SQL Javascript C#,3.7283039200273436,MIS,"University of Houston, Downtown"
Long,Flynn,1-285-856-2524,flynnlong4765@yahoo.couk,495-4620 Imperdiet Road,7609,Nova Scotia,Python SQL Javascript,2.7645328254588115,CS,Montclair State University
Golden,Jeremy,1-228-938-6116,jeremygolden@hotmail.com,588-7133 Molestie St.,3471-2244,Quebec,Javascript C# Go,3.3078156985814435,DS,Fort Valley State College
Hancock,Shay,(683) 516-3621,shayhancock6849@aol.couk,"Ap #178-5883 Placerat, St.",329738,Alberta,Swift PHP Ruby Rust,3.3468771785154194,CS,Union College Nebraska
Joyce,Cameran,(982) 466-2580,cameranjoyce@hotmail.net,"7013 Et, St.",864444,West Lothian,Javascript C# Go,2.2658147363718513,CIS,Arthur D. Little Management Education Institute
Harrison,Marvin,(528) 668-7154,marvinharrison5479@protonmail.com,Ap #964-3610 Donec Road,45342,Caithness,SQL Javascript C# Go,2.744687122704895,CS,Midway College
Burch,Carson,(344) 432-0806,carsonburch1268@icloud.edu,"P.O. Box 902, 819 Velit. Av.",75-82,New Brunswick,SQL Javascript C# Go,3.7962808738543545,CIS,Lakeland College
Evans,Alexandra,1-684-133-4652,alexandraevans@google.com,Ap #319-6217 Tempor St.,9100,Quebec,Python SQL,2.3476530579942056,CS,Friends University
Osborne,Tatiana,(348) 663-0858,tatianaosborne@google.org,"P.O. Box 109, 6161 Viverra. Street",15378-56380,Nottinghamshire,C C++ Java R,3.4391775752311777,CE,Morris Brown College
Matthews,Idona,(684) 464-5633,idonamatthews8521@outlook.couk,6703 Eros Ave,3062,Manitoba,Ruby Rust,3.896394366910978,CS,State University of New York College of Technology at Alfred
Sheppard,Macon,1-741-635-8781,maconsheppard@yahoo.org,520-6465 Proin Ave,86725,Bedfordshire,Java R Python,2.553112725377028,MIS,IMPAC University
Conrad,MacKenzie,1-661-767-7585,mackenzieconrad4660@yahoo.com,797 Cursus St.,15374,New Brunswick,SQL Javascript C# Go,2.29467170853936,IST,Lees-McRae College
Carter,Melanie,1-232-834-8011,melaniecarter6666@hotmail.ca,Ap #533-7806 Nibh. Street,42579,Bedfordshire,Python,2.5027749694000234,MIS,Merrimack College
Valentine,Alvin,1-856-417-7222,alvinvalentine9665@protonmail.couk,770-3051 Metus. Road,65578,Dumfriesshire,R Python SQL Javascript C#,2.356163380334727,IT,University Of Hawaii - System
Shaffer,Honorato,(260) 577-3665,honoratoshaffer3401@google.edu,645-6620 Tellus. Avenue,420741,Selkirkshire,C++,2.8854660794084155,CE,Pacific University
York,Jana,(254) 153-3611,janayork@yahoo.edu,791-7813 Gravida Road,81309,Minnesota,PHP,2.5859486146714636,IST,University of Arkansas at Monticello
Branch,Imani,1-887-283-1844,imanibranch2018@protonmail.couk,"2052 Ut, Street",63212,Nunavut,C# Go,2.087289825574715,CS,Michigan School of Professional Psychology
Blackwell,Gay,1-900-667-3839,gayblackwell@aol.couk,Ap #963-7937 Scelerisque Ave,64-91,Lanarkshire,Python SQL,2.139123374905782,MIS,Lubbock Christian University
Cervantes,Veronica,1-430-419-5439,veronicacervantes@outlook.ca,Ap #537-4759 Commodo Street,32275,Pembrokeshire,Swift PHP,2.1614284889650754,CE,East-West University
Montoya,Richard,1-767-528-3466,richardmontoya1636@google.net,746-3838 Aliquet Road,3523,Essex,Go Swift PHP Ruby,2.5875000710458895,IT,Manhattanville College
Carter,Jasper,1-435-324-6877,jaspercarter3919@aol.ca,"Ap #829-6355 Eu, St.",29085,Ohio,Swift PHP Ruby,2.9521689899736705,IST,Maranatha Baptist Bible College
Buckley,Lars,(787) 951-4682,larsbuckley@yahoo.ca,"P.O. Box 955, 4871 Scelerisque St.",3087,Sutherland,C# Go Swift PHP,2.161168620846938,CE,West Suburban College of Nursing
Evans,Cleo,(730) 834-8294,cleoevans7798@protonmail.com,"Ap #654-9444 Nunc, Rd.",332565,Lincolnshire,Ruby Rust,2.459873697815248,CIS,Maranatha Baptist Bible College
Benjamin,Jasper,(229) 188-5618,jasperbenjamin@hotmail.edu,838-9715 Pulvinar Street,65662,Inverness-shire,C C++ Java R,3.4430864570332327,MIS,Seton Hill College
Prince,Aurora,(546) 428-6471,auroraprince3950@google.org,365-239 Sed Rd.,12139,Manitoba,Java R Python SQL Javascript,3.6468235696712332,MIS,Northeastern Illinois University
Boone,Brynne,1-777-265-6161,brynneboone@yahoo.net,Ap #116-6819 Velit Street,72224,Wigtownshire,Python SQL,3.502135885710648,IT,Philadelphia University
Soto,Joseph,1-447-728-2061,josephsoto6612@protonmail.ca,133-3890 Aliquet Road,41-57,Worcestershire,C++ Java,2.283907287185085,IST,Rivier College
Christian,Noelle,(814) 739-8555,noellechristian@outlook.edu,401 Molestie Road,27157,Connecticut,Go,3.2861635618123524,CS,Mennonite College of Nursing
Sherman,Lucas,1-653-251-1291,lucassherman@google.org,651-5005 Ac Ave,836711,Selkirkshire,SQL Javascript,2.149696808932985,CS,Savannah State University
Graves,Deirdre,(572) 305-4655,deirdregraves9295@yahoo.couk,"247-1336 Ornare, Street",2444,Suffolk,SQL Javascript C#,2.2633677240424808,MIS,Oklahoma State University
Boyer,Jameson,1-698-134-6475,jamesonboyer7682@hotmail.com,574-9611 Velit. Av.,640656,Montgomeryshire,C# Go Swift PHP Ruby,3.889180531936931,CIS,St. Joseph's University
Simon,Lucy,(570) 696-7510,lucysimon1995@protonmail.edu,9242 Vel Rd.,746341,Northwest Territories,Go Swift,2.962704767373289,CS,Eastern Mennonite University
Weeks,Amelia,(622) 775-7477,ameliaweeks1344@hotmail.net,Ap #958-3405 Odio Road,D67 3SH,Kentucky,Python SQL,2.888598506400638,CS,Canisius College
Ramos,Rylee,(360) 376-3824,ryleeramos@icloud.org,"9649 Et, Rd.",234833,Herefordshire,Go,3.7688753539259405,IST,Wisconsin School of Professional Psychology
Mills,Leah,1-915-162-3944,leahmills7179@outlook.edu,678-4483 Euismod St.,18523,British Columbia,C C++ Java,2.815971964899501,CS,Bartlesville Wesleyan College
Mathis,Alyssa,1-939-878-6426,alyssamathis@outlook.org,Ap #916-9650 Posuere Rd.,255166,Idaho,C++ Java,2.6677866743141854,IT,John Wesley College
Tillman,Xandra,(689) 791-5578,xandratillman@icloud.net,387-6930 Morbi Av.,22746,Nunavut,C++ Java,2.288950510820973,CE,Ohio State University - Newark
Mccullough,Burton,1-748-436-6162,burtonmccullough@aol.ca,"P.O. Box 460, 5856 Congue St.",763628,Prince Edward Island,Python SQL,2.5194584638493183,CS,Georgia Southwestern University
Collier,Gloria,(401) 724-4945,gloriacollier7190@hotmail.edu,Ap #586-1762 Sed Ave,1246,Hampshire,Javascript C#,3.5066573387881705,CS,Texas A&M University - Texarkana
Valentine,Aphrodite,1-778-975-2040,aphroditevalentine4743@icloud.couk,443-2709 Gravida St.,239210,Massachusetts,R Python SQL Javascript,2.1613666316641034,CIS,Baptist Bible College of Missouri
Figueroa,Blythe,(601) 836-0029,blythefigueroa6957@google.couk,"P.O. Box 511, 7468 Pellentesque Road",3209-7686,Prince Edward Island,PHP,2.090304993511821,CE,Carson-Newman College
Solis,Harlan,1-437-325-6735,harlansolis@icloud.net,"6906 Purus, Rd.",613774,New Brunswick,Javascript C# Go,3.9754324458999406,IST,University of Texas
Hall,Dennis,(675) 838-4134,dennishall3294@hotmail.net,Ap #335-9933 Ipsum. Street,N8T 3R2,Connecticut,R Python SQL,3.3307930543339275,CIS,Dominican School of Philosophy and Theology
Hardin,Henry,(166) 437-8761,henryhardin9017@protonmail.couk,937-966 Ante. Road,1457,Newfoundland and Labrador,Javascript C# Go Swift,3.7321447272523756,CS,Baldwin-Wallace College
Bishop,Gisela,(290) 836-2132,giselabishop@aol.edu,Ap #894-3972 Quisque Street,8383,Nottinghamshire,SQL Javascript C# Go,3.701074591593768,CE,State University of New York College at Fredonia
Stanton,Leslie,1-484-680-2804,lesliestanton9378@yahoo.ca,"Ap #209-511 Placerat, Ave",84234,Pennsylvania,Swift PHP Ruby Rust,3.8598486509749073,DS,Berean University of the Assemblies of God
Price,Dexter,1-724-709-5845,dexterprice6058@aol.org,"P.O. Box 239, 6817 Libero. Rd.",822824,Kirkcudbrightshire,Python SQL Javascript C#,2.7664076316331503,CIS,Baker College of Flint
Hurley,Daphne,1-834-226-7979,daphnehurley7483@protonmail.org,Ap #166-896 Ultrices Avenue,634224,Ontario,Swift PHP Ruby,2.350993825555574,IST,"National American University, Denver"
Johnson,Marah,(832) 681-8965,marahjohnson5590@protonmail.couk,Ap #614-5176 In Rd.,184467,Quebec,Swift PHP Ruby,3.0476883221202944,CE,Indiana University-Purdue University at Columbus
Juarez,Eagan,(205) 233-3257,eaganjuarez@icloud.ca,"986-947 Eu, Avenue",8511,Ontario,SQL Javascript,3.494513336281242,CE,Standford Online University
Gates,Dean,1-453-567-9941,deangates7638@google.edu,"P.O. Box 923, 3753 Malesuada St.",871453,Mississippi,Ruby Rust,3.5269690350280847,CS,Colorado Christian University
Bowman,Hilda,(883) 514-3159,hildabowman1498@google.com,Ap #652-6525 Enim Av.,15333,Nebraska,PHP Ruby Rust,3.3386175973643515,CS,Edward Waters College
Brennan,Reagan,(587) 851-3361,reaganbrennan@google.org,323-7487 Scelerisque St.,663455,Indiana,Swift PHP Ruby Rust,2.4907760571496858,MIS,Muhlenberg College
Barlow,Lani,(325) 573-6790,lanibarlow@google.net,8228 Dapibus Street,C12 3KH,Wiltshire,C++ Java R,2.7033511737466096,IST,State University of New York College at Brockport
Phelps,Hoyt,1-580-340-7625,hoytphelps265@aol.couk,874-4941 Ac Ave,539466,Northwest Territories,SQL Javascript C# Go Swift,2.500147887014374,CS,South Dakota School of Mines and Technology
Moss,Damon,(680) 156-8507,damonmoss6779@google.com,817-4208 Justo Rd.,5282,Quebec,C C++ Java,2.0894007881507886,CIS,Worcester Polytechnic Institute
Whitney,Lamar,(164) 507-3921,lamarwhitney1758@yahoo.net,Ap #986-2659 Natoque St.,0184 EU,Lanarkshire,Java R Python SQL Javascript,2.906270149500092,IST,University of Northern Washington
Mccullough,Vanna,(467) 427-4932,vannamccullough2065@outlook.ca,Ap #788-887 Ultricies St.,2908,Nevada,C C++ Java R Python,3.258814395473861,CS,Princeton University
Mcdowell,Juliet,(307) 945-6944,julietmcdowell5188@outlook.com,674-2640 Morbi Rd.,475057,Saskatchewan,Java R Python,2.2272937811637825,IT,Kennesaw State University
Fleming,Athena,1-452-827-1825,athenafleming@protonmail.org,Ap #454-5835 Justo Rd.,628656,California,R,2.3746705127714813,CS,Massachusetts College of Art
Workman,Carla,1-445-275-4345,carlaworkman@hotmail.ca,Ap #400-9240 Risus. St.,11306,Cumberland,SQL Javascript C#,3.4574838549023825,CIS,Bloomsburg University of Pennsylvania
Pacheco,Eaton,(313) 342-5647,eatonpacheco@google.net,"P.O. Box 818, 6698 Sit St.",11376,Quebec,Python SQL Javascript,2.5003303022673533,DS,The Corcoran College of Art
Webster,Mari,(914) 784-1668,mariwebster@aol.org,Ap #309-5969 Integer Av.,2872,Yukon,Go Swift PHP,3.4228061995705703,CE,Maranatha Baptist Bible College
Schneider,Hillary,(751) 727-3199,hillaryschneider@outlook.edu,598-9393 Semper Rd.,596148,Surrey,Python SQL Javascript C# Go,2.3459408219545943,CIS,The McGregor School of Antioch University
Ramsey,Jemima,1-438-628-4285,jemimaramsey@protonmail.com,824-5631 Quisque St.,514155,Hampshire,C C++,3.96466030643979,CE,"City University of New York, School of Law at Queens College"
English,Demetrius,(459) 541-8407,demetriusenglish1319@icloud.com,707-6747 Ornare Avenue,6947-8406,Iowa,C# Go Swift PHP,2.0024502790278778,CS,Western States Chiropractic College
Briggs,Regan,1-226-874-2820,reganbriggs@hotmail.net,"P.O. Box 786, 3567 Augue St.",187268,Pennsylvania,C++ Java R,3.2924507371680134,CS,Palm Beach Atlantic University
Taylor,Yuli,1-656-871-3589,yulitaylor677@hotmail.edu,9703 Mattis Road,61036-023,Nunavut,C# Go Swift PHP Ruby,2.5428787727727635,CS,Shaw University
Dunn,Josiah,1-686-248-0274,josiahdunn9596@icloud.ca,5465 Commodo Av.,6129,Flintshire,Swift PHP Ruby,3.870353602323407,CS,North Georgia College
Vazquez,Brynn,1-701-453-7782,brynnvazquez@yahoo.net,817-5608 Mattis Road,30757,Durham,PHP Ruby,3.146802951785237,CS,Ohio Valley College
Spears,Vivien,(262) 652-1856,vivienspears@hotmail.com,"200-8151 Pellentesque, Av.",319655,Virginia,C++ Java R,2.0894280116670987,IST,New York School of Interior Design
Riddle,Courtney,1-126-687-8146,courtneyriddle7750@yahoo.couk,"P.O. Box 655, 791 Duis Avenue",AG4J 6JS,Suffolk,Javascript C# Go,2.1939509956297147,MIS,Pikeville College
Rivers,Kylie,(347) 133-4156,kylierivers7487@aol.net,"P.O. Box 759, 4552 Dictum St.",9959,British Columbia,Javascript C# Go,3.536877775531581,CS,St. John's University
Atkins,Larissa,(147) 616-3628,larissaatkins8876@yahoo.net,Ap #799-9660 Egestas Rd.,78934,Georgia,C# Go,2.431077089726455,IST,American Conservatory Theater
Beard,Cooper,1-472-242-8201,cooperbeard1706@google.ca,569-7429 Nulla Road,4382-4946,Cumberland,Java,2.092162623211244,CE,Miami Dade College
Ward,Jenna,(299) 453-5172,jennaward52@icloud.org,Ap #423-4557 Diam. Rd.,5756,Midlothian,Javascript C# Go Swift,3.82295727956298,IT,Bethel College Mishawaka
